"ID","CategoryID","SkillCostsID","DisplayName_Lang_enUS","DisplayName_Lang_enGB","DisplayName_Lang_koKR","DisplayName_Lang_frFR","DisplayName_Lang_deDE","DisplayName_Lang_enCN","DisplayName_Lang_zhCN","DisplayName_Lang_enTW","DisplayName_Lang_zhTW","DisplayName_Lang_esES","DisplayName_Lang_esMX","DisplayName_Lang_ruRU","DisplayName_Lang_ptPT","DisplayName_Lang_ptBR","DisplayName_Lang_itIT","DisplayName_Lang_Unk","DisplayName_Lang_Mask","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","SpellIconID","AlternateVerb_Lang_enUS","AlternateVerb_Lang_enGB","AlternateVerb_Lang_koKR","AlternateVerb_Lang_frFR","AlternateVerb_Lang_deDE","AlternateVerb_Lang_enCN","AlternateVerb_Lang_zhCN","AlternateVerb_Lang_enTW","AlternateVerb_Lang_zhTW","AlternateVerb_Lang_esES","AlternateVerb_Lang_esMX","AlternateVerb_Lang_ruRU","AlternateVerb_Lang_ptPT","AlternateVerb_Lang_ptBR","AlternateVerb_Lang_itIT","AlternateVerb_Lang_Unk","AlternateVerb_Lang_Mask","CanLink"
"673","10","0","Language: Gutterspeak","언어: 언데드어","Langue : bas-parler","Sprache: Gossensprache","语言：亡灵语","","Idioma: viscerálico","Idioma: viscerálico","Язык: наречие нежити","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","1","","","","","","","","","","","","","","","","","16712172","0"
"713","9","0","Kodo Riding","코도 타기","Monte de kodo","Kodoreiten","骑术：科多兽","","Montar kodos","Montar kodos","Езда на кодо","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","317","","","","","","","","","","","","","","","","","16712172","0"
"733","9","0","Racial - Troll","트롤 종족 특성","Racial - troll","Volk - Trolle","种族特长 - 巨魔","","Racial: trol","Racial: trol","Расовый навык троллей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"753","9","0","Racial - Gnome","노움 종족 특성","Racial - gnome","Volk - Gnome","种族特长 - 侏儒","","Racial: gnomo","Racial: gnomo","Расовый навык гномов","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"754","9","0","Racial - Human","인간 종족 특성","Racial - humain","Volk - Menschen","种族特长 - 人类","","Racial: humano","Racial: humano","Расовый: люди","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712188","0","","","","","","","","","","","","","","","","","16712172","0"
"755","11","0","Jewelcrafting","보석세공","Joaillerie","Juwelenschleifen","珠宝加工","","Joyería","Joyería","Ювелирное дело","","","","","","","","16712190","Higher jewelcrafting skill allows you to learn higher level jewelcrafting plans.  Jewelcrafting plans can be found on trainers around the world as well as from quests and monsters.","보석세공 숙련도가 올라갈수록 고급 세공술을 배울 수 있습니다. 보석세공은 전문 보석세공인이나 퀘스트로 배울 수 있습니다.","Une compétence plus élevée en joaillerie vous permet d'apprendre des dessins de joaillier plus difficiles. Ces dessins peuvent être trouvés auprès de maîtres un peu partout dans le monde, sur des monstres ou en récompense de quêtes.","Eine hohe Juwelenschleiferfert","高级的珠宝加工技能使你可以学习高级的珠宝加工图鉴。你可以在训","","Con un nivel alto de habilidad en joyería, aprenderás diseños de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Con un nivel alto de habilidad en joyería, aprenderás diseños de nivel superior. Visita a los instructores dispersos por el mundo, completa misiones y derrota a los monstruos para conseguirlos.","Чем лучше развит этот навык, тем более сложные эскизы вы можете использовать. Эскизы можно найти у учителей, а также получить в качестве добычи или награды.","","","","","","","","16712190","1768","Modify","연마","Modifier","Umgestalten","修改","","Transformar","Transformar","Изменить","","","","","","","","16712190","1"
"756","9","0","Blood Elf Racial","블러드 엘프 종족 특성","Raciale elfe de sang","Blutelfenvolk","血精灵种族特长","","Racial elfo de sangre","Racial elfo de sangre","Расовый навык эльфов крови","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"758","-1","0","Pet - Event - Remote Control","이벤트 - 원격조종","Familier - Evénement - Télécommande","Tier  - Ereignis Ferngesteuert","Pet - Event - Remote Control","","Mascota - Evento - Control remoto","Mascota - Evento - Control remoto","Питомец - управление","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"759","10","0","Language: Draenei","언어: 드레나이어","Langue : draeneï","Sprache: Draenei","语言：德莱尼语","","Idioma: draenei","Idioma: draenei","Язык: дренейский","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"760","9","0","Draenei Racial","드레나이 종족 특성","Raciale draeneï","Draeneivolk","德莱尼种族特长","","Racial draenei","Racial draenei","Расовый навык дренея","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"761","7","0","Pet - Felguard","소환수 - 지옥수호병","Familier - gangregarde","Tier - Teufelswache","宠物 - 恶魔卫士","","Mascota: guardia vil","Mascota: guardia vil","Прислужник: страж Скверны","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"762","9","0","Riding","탈것 타기","Monte","Reiten","骑术","","Equitación","Equitación","Верховая езда","","","","","","","","16712190","Higher riding skill allows you to ride faster and more exotic beasts.","탈것 타기 숙련도가 올라갈수록 더 빠르고 희귀한 야수를 탈 수 있습니다.","Un plus haut score dans la compétence monte vous permet de chevaucher plus vite et sur le dos de créatures plus exotiques.","Eine höhere Reitfertigkeit erm","高级的骑术令你可以骑乘更加快速和稀有的野兽。","","Una habilidad superior montando te permite montar bestias más rápidas y exóticas.","Una habilidad superior montando te permite montar bestias más rápidas y exóticas.","Чем лучше развит этот навык, тем выше скорость верховой езды и больше выбор ездовых животных.","","","","","","","","16712190","255","","","","","","","","","","","","","","","","","16712172","0"
"763","7","0","Pet - Dragonhawk","야수 - 용매","Familier - faucon-dragon","Tier - Drachenfalke","宠物 - 龙鹰","","Mascota: dracohalcón","Mascota: dracohalcón","Питомец: дракондор","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1530","","","","","","","","","","","","","","","","","16712172","0"
"764","7","0","Pet - Nether Ray","야수 - 황천의 가오리","Familier - raie du Néant","Tier - Netherrochen","宠物 - 虚空鳐","","Mascota: raya abisal","Mascota: raya abisal","Питомец: скат Пустоты","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1577","","","","","","","","","","","","","","","","","16712172","0"
"765","7","0","Pet - Sporebat","야수 - 포자날개","Familier - sporoptère","Tier - Sporensegler","宠物 - 孢子蝠","","Mascota: esporiélago","Mascota: esporiélago","Питомец: Спороскат","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2033","","","","","","","","","","","","","","","","","16712172","0"
"766","7","0","Pet - Warp Stalker","야수 - 차원의 추적자","Familier - traqueur dimensionnel","Tier - Sphärenjäger","宠物 - 迁跃跟踪者","","Mascota: acechador de distorsión","Mascota: acechador de distorsión","Питомец: астральная игуана","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1952","","","","","","","","","","","","","","","","","16712172","0"
"767","7","0","Pet - Ravager","야수 - 칼날발톱","Familier - ravageur","Tier - Felshetzer","宠物 - 掠食者","","Mascota: devastador","Mascota: devastador","Питомец: опустошитель","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1585","","","","","","","","","","","","","","","","","16712172","0"
"768","7","0","Pet - Serpent","야수 - 뱀","Familier - serpent","Tier - Schlange","宠物 - 蛇","","Mascota: serpiente","Mascota: serpiente","Питомец: змей","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2167","","","","","","","","","","","","","","","","","16712172","0"
"769","7","22","Internal","내부","Interne","Intern","内部","","Interno","Interno","Внутренний","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","1775","","","","","","","","","","","","","","","","","16712172","0"
"770","7","0","Blood","혈기","Sang","Blut","鲜血","","Sangre","Sangre","Кровь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2636","","","","","","","","","","","","","","","","","16712172","0"
"771","7","0","Frost","냉기","Givre","Frost","冰霜","","Escarcha","Escarcha","Лед","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2632","","","","","","","","","","","","","","","","","16712172","0"
"772","7","0","Unholy","부정","Impie","Unheilig","邪恶","","Profano","Profano","Нечестивость","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2633","","","","","","","","","","","","","","","","","16712172","0"
"773","11","0","Inscription","주문각인","Calligraphie","Inschriftenkunde","铭文","","Inscripción","Inscripción","Начертание","","","","","","","","16712190","Higher inscription skill allows you to learn more advanced inscriptions.  Inscriptions are acquired from learned scribes throughout the world.","주문각인 숙련도가 올라갈수록 고급 주문각인술을 배울 수 있습니다. 세계 각지의 숙련된 각인사들을 통해 지식을 습득할 수 있습니다.","Une compétence de calligraphie plus élevée vous permet d'apprendre des calligraphies plus difficiles. Les calligraphies s'apprennent dans le monde entier auprès de maîtres scribes.","Eine höhere Inschriftenfertigk","高级的铭文技能使你可以学习制作高级的铭文。你可以通过各种卷轴","","Con un nivel alto de habilidad en inscripción podrás aprender inscripciones más avanzadas. Las adquirirás aprendiendo pergaminos por el mundo.","Con un nivel alto de habilidad en inscripción podrás aprender inscripciones más avanzadas. Las adquirirás aprendiendo pergaminos por el mundo.","Совершенствование навыка позволяет изучать более сложные способы начертания. Учителей начертания можно найти по всему миру.","","","","","","","","16712190","3267","Inscribe","각인","Calligraphier","Beschriften","铭文","","Inscribir","Inscribir","Начертать","","","","","","","","16712190","1"
"775","7","0","Pet - Moth","야수 - 나방","Familier - phalène","Tier - Motte","宠物 - 蛾子","","Mascota: palomilla","Mascota: palomilla","Питомец - мотылек","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"776","7","0","Runeforging","룬벼리기","Runeforger","Runen schmieden","符文熔铸","","Forja de runas","Forja de runas","Ковка рун","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","2727","Engrave","새김","Graver","Prägen","铭刻","","Grabar","Grabar","Гравировать","","","","","","","","16712190","0"
"777","7","0","Mounts","탈것","Montures","Reittiere","坐骑","","Monturas","Monturas","Средства передвижения","","","","","","","","16712190","Your mounts.","탈것을 탈 수 있습니다.","Vos montures","Eure Reittiere.","你的坐骑。","","Tus monturas.","Tus monturas.","Ваши средства передвижения","","","","","","","","16712190","2224","","","","","","","","","","","","","","","","","16712172","0"
"778","7","0","Companions","소환수","Compagnons","Begleiter","小伙伴","","Compañeros","Compañeros","Спутники","","","","","","","","16712190","Your companions.","소환수를 부립니다.","Vos compagnons","Eure Begleiter.","你的小伙伴。","","Tus compañeros.","Tus compañeros.","Ваши спутники","","","","","","","","16712190","0","","","","","","","","","","","","","","","","","16712172","0"
"780","7","0","Pet - Exotic Chimaera","소환수 - 키메라 (특수)","Familier - chimère exotique","Tier - Exotische Schimäre","宠物 - 奇美拉（特殊）","","Mascota: quimera exótica","Mascota: quimera exótica","Питомец - редкая химера","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"781","7","0","Pet - Exotic Devlisaur","소환수 - 데빌사우루스 (특수)","Familieur - diablosaure exotique","Tier - Exotischer Teufelssauri","宠物 - 魔暴龙（特殊）","","Mascota: demosaurio exótico","Mascota: demosaurio exótico","Питомец - редкий дьявозавр","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"782","7","0","Pet - Ghoul","소환수 - 구울","Familier - goule","Begleiter - Ghul","宠物 - 食尸鬼","","Mascota: necrófago","Mascota: necrófago","Питомец - вурдалак","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","221","","","","","","","","","","","","","","","","","16712172","0"
"783","7","0","Pet - Exotic Silithid","소환수 - 실리시드 (특수)","Familier - silithide exotique","Begleiter - Exotischer Silithi","宠物 - 异种虫（特殊）","","Mascota: silítido exótico","Mascota: silítido exótico","Питомец - редкий силитид","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"784","7","0","Pet - Exotic Worm","소환수 - 벌레 (특수)","Familier - ver exotique","Begleiter - Exotischer Wurm","宠物 - 蠕虫（特殊）","","Mascota: gusano exótico","Mascota: gusano exótico","Питомец - редкий червь","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"785","7","0","Pet- Wasp","소환수 - 말벌","Familier - guêpe","Begleiter - Wespe","宠物 - 巨蜂","","Mascota: avispa","Mascota: avispa","Питомец - оса","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"786","7","0","Pet - Exotic Rhino","소환수 - 코뿔소 (특수)","Familier - rhinocéros exotique","Begleiter - Exotisches Rhinoze","宠物 - 犀牛（特殊）","","Mascota: rinoceronte exótico","Mascota: rinoceronte exótico","Питомец - редкий люторог","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"787","7","0","Pet - Exotic Core Hound","소환수 - 심장부 사냥개 (특수)","Familier - chien du Magma exotique","Begleiter - Exotischer Kernhun","宠物 - 熔火犬（特殊）","","Mascota: can del Núcleo exótico","Mascota: can del Núcleo exótico","Питомец: экзотическая гончая Недр","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"788","5","0","Pet - Exotic Spirit Beast","소환수 - 야수 정령 (특수)","Familier - esprit de bête exotique","Begleiter - Exotische Geisterb","宠物 - 灵魂兽（特殊）","","Mascota: bestia espíritu exótica","Mascota: bestia espíritu exótica","Питомец: экзотический зверек","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","0","","","","","","","","","","","","","","","","","16712172","0"
"789","9","0","Racial - Worgen","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","132203","","","","","","","","","","","","","","","","","16712172","0"
"790","9","0","Racial - Goblin","","","","","","","","","","","","","","","","16712190","","","","","","","","","","","","","","","","","16712172","133032","","","","","","","","","","","","","","","","","16712172","0"
