"ID","Achievement_Id","Type","Asset_Id","Quantity","Start_Event","Start_Asset","Fail_Event","Fail_Asset","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Flags","Timer_Start_Event","Timer_Asset_Id","Timer_Time","Ui_Order"
"12625","4416","34","67420","0","0","0","0","0","Razzashi Hatchling","새끼 래즈자쉬 랩터","Jeune razzashi","Razzashijungtier","拉扎什幼龙","小拉札希迅猛龍","Prole Razzashi","Prole Razzashi","Детеныш раззаши","","","","","","","","16712190","2","0","0","0","8"
"12685","4456","0","29311","1","0","0","0","0","Herald Volazj","사자 볼라즈","Héraut Volazj","Herold Volazj","传令官沃拉兹","信使沃菈齊","Heraldo Volazj","Heraldo Volazj","Глашатай Волаж","","","","","","","","16712190","0","0","0","0","8"
"12805","4556","0","29311","1","0","0","0","0","Herald Volazj","사자 볼라즈","Héraut Volazj","Herold Volazj","传令官沃拉兹","信使沃菈齊","Heraldo Volazj","Heraldo Volazj","Глашатай Волаж","","","","","","","","16712190","0","0","0","0","8"
"12884","1695","27","24666","1","0","0","0","0","","","","","","","","","","","","","","","","","16712188","2","0","0","0","8"
"12920","4602","8","4537","0","0","0","0","0","I've Gone and Made a Mess","흥분해서 그만 실수를 했네요","J'ai fait un beau gâchis","Da habe ich aber ein Chaos angerichtet","啊，真惨","我掛了，還留下一堆爛攤","Mira la que he montado","Mira la que he montado","Я взял и все испортил","","","","","","","","16712190","0","0","0","0","8"
"13019","4603","8","4613","0","0","0","0","0","I've Gone and Made a Mess","흥분해서 그만 실수를 했네요","J'ai fait un beau gâchis","Da habe ich aber ein Chaos angerichtet","啊，真惨","我掛了，還留下一堆爛攤","Mira la que he montado","Mira la que he montado","Я взял и все испортил","","","","","","","","16712190","0","0","0","0","8"
"13248","811","41","46377","0","0","0","0","0","Flask of Endless Rage","끝없는 분노의 영약","Flacon de la rage infinie","Fläschchen der endlosen Wut","无尽怒气合剂","無盡怒火精鍊藥劑","Frasco de ira infinita","Frasco de ira infinita","Настой бесконечной ярости","","","","","","","","16712190","0","0","0","0","8"
"13365","1526","27","13834","0","0","0","0","0","Dangerously Delicious","겁나게 맛있는","Dangereusement délicieux...","Gefährlich köstlich","危险的美食","危險的美味","Peligrosamente delicioso","Peligrosamente delicioso","Опасный деликатес","","","","","","","","16712190","0","0","0","0","8"
"13403","4788","36","29123","1","0","0","0","0","","","","","","","","","","","","","","","","","16712188","0","0","0","0","8"
"13416","4789","36","29126","1","0","0","0","0","","","","","","","","","","","","","","","","","16712188","0","0","0","0","8"
"510","627","43","107","1","0","0","0","0","Gol'Bolar Quarry","골볼라 채석장","Carrière de Gol'Bolar","Steinbruch von Gol'Bolar","古博拉采掘场","古博拉採掘場","Cantera de Gol'Bolar","Cantera de Gol'Bolar","Карьер Гол'Болар","","","","","","","","16712190","0","0","0","0","9"
"624","116","40","186","2","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"753","705","7","43","400","0","0","0","0","Swords","도검","Épées","Schwerter","剑","劍","Espadas","Espadas","Мечи","","","","","","","","16712190","0","0","0","0","9"
"767","700","36","18850","1","0","0","0","0","Insignia of the Horde","호드 계급장","Insigne de la Horde","Insigne der Horde","部落徽记","部落徽記","Insignia de la Horda","Insignia de la Horda","Знак различия Орды","","","","","","","","16712190","2","0","0","0","9"
"787","701","36","29593","1","0","0","0","0","Insignia of the Alliance","얼라이언스 계급장","Insigne de l'Alliance","Insigne der Allianz","联盟徽记","聯盟徽記","Insignia de la Alianza","Insignia de la Alianza","Знак различия Альянса","","","","","","","","16712190","2","0","0","0","9"
"830","728","43","258","1","0","0","0","0","Drygulch Ravine","모래바람 협곡","Ravin asséché","Staubwindklamm","枯水谷","枯水谷","Barranco Árido","Barranco Árido","Сухая лощина","","","","","","","","16712190","0","0","0","0","9"
"856","731","40","186","3","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"867","732","40","186","4","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"878","733","40","186","5","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"889","734","40","186","6","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"900","735","40","186","6","0","0","0","0","Mining","채광","Minage","Bergbau","采矿","挖礦","Minería","Minería","Горное дело","","","","","","","","16712190","2","0","0","0","9"
"909","736","43","198","1","0","0","0","0","Thunderhorn Water Well","썬더혼 우물","Puits Corne-tonnerre","Wasserbrunnen der Donnerhörner","雷角水井","雷角水井","Pozo Tronacuerno","Pozo Tronacuerno","Источник Громового Рога","","","","","","","","16712190","0","0","0","0","9"
"925","750","43","469","1","0","0","0","0","Far Watch Post","전초 기지","Poste de garde extérieur","Fernwacht","前沿哨所","前沿哨所","Avanzada del Puente","Avanzada del Puente","Дальняя застава","","","","","","","","16712190","0","0","0","0","9"
"955","760","43","449","1","0","0","0","0","Lordamere Internment Camp","로다미어 포로수용소","Camp d'internement de Lordamere","Lordamere-Internierungslager","洛丹米尔收容所","洛丹米爾收容所","Campo de Reclusión de Lordamere","Campo de Reclusión de Lordamere","Лордамерские выселки","","","","","","","","16712190","0","0","0","0","9"
"969","761","43","569","1","0","0","0","0","Boulderfist Hall","돌주먹일족 소굴","Hall Rochepoing","Halle der Felsfäuste","石拳大厅","石拳大廳","Sala Puño de Roca","Sala Puño de Roca","Крепость Тяжелого Кулака","","","","","","","","16712190","0","0","0","0","9"
"1022","765","43","589","1","0","0","0","0","Valley of Fangs","송곳니 골짜기","Vallée des crocs","Fangzahntal","巨牙谷","巨牙谷","Valle de los Colmillos","Valle de los Colmillos","Долина Клыков","","","","","","","","16712190","0","0","0","0","9"
"1036","766","43","829","1","0","0","0","0","Rise of the Defiler","파멸자의 봉우리","Cime du Souilleur","Anhöhe des Entweihers","污染者高地","污染者高地","Alto de los Rapiñadores","Alto de los Rapiñadores","Утес Осквернителя","","","","","","","","16712190","0","0","0","0","9"
"1046","768","43","227","1","0","0","0","0","Brightwater Lake","청명 호수","Lac Etincelant","Blendwassersee","澈水湖","澈水湖","Lago Aguasclaras","Lago Aguasclaras","Озеро Ясноводное","","","","","","","","16712190","0","0","0","0","9"
"1061","769","43","309","1","0","0","0","0","Deep Elem Mine","심원 광산","Mine du gouffre d'Elem","Tiefenfelsmine","埃利姆矿洞","深埃連礦坑","Mina de Elem","Mina de Elem","Серебряный рудник","","","","","","","","16712190","0","0","0","0","9"
"1076","770","43","969","1","0","0","0","0","Northridge Lumber Camp","북마루 벌목지","Camp de bûcherons de la Crête du nord","Sägewerk des Nordkamms","北山伐木场","北山伐木場","Aserradero Crestanorte","Aserradero Crestanorte","Лесопилка Северного Кряжа","","","","","","","","16712190","0","0","0","0","9"
"1089","771","43","886","1","0","0","0","0","Lake Mereldar","메렐다르 호수","Lac Mereldar","Mereldarsee","米雷达尔湖","米雷達爾湖","Lago Mereldar","Lago Mereldar","Озеро Мерельдар","","","","","","","","16712190","0","0","0","0","9"
"1111","772","43","409","1","0","0","0","0","Western Strand","서부 해안","Rivage occidental","Weststrand","西部海岸","西部海岸","Playa del Oeste","Playa del Oeste","Западное побережье","","","","","","","","16712190","0","0","0","0","9"
"1123","773","43","609","1","0","0","0","0","The Altar of Zul","줄의 제단","L'Autel de Zul","Der Altar von Zul","祖尔祭坛","祖爾祭壇","El Altar de Zul","El Altar de Zul","Алтарь Зула","","","","","","","","16712190","0","0","0","0","9"
"1144","775","43","789","1","0","0","0","0","Altar of Storms","폭풍의 제단","Autel des tempêtes","Altar der Stürme","风暴祭坛","暴風祭壇","Altar de la Tempestad","Altar de la Tempestad","Алтарь Бурь","","","","","","","","16712190","0","0","0","0","9"
"1154","776","43","129","1","0","0","0","0","Eastvale Logging Camp","동부 벌목지","Camp de bûcherons du Val d'est","Holzfällerlager des Osttals","东谷伐木场","東谷伐木場","Aserradero de la Vega del Este","Aserradero de la Vega del Este","Лесопилка Восточной долины","","","","","","","","16712190","0","0","0","0","9"
"1169","778","43","429","1","0","0","0","0","The Rotting Orchard","오염된 과수원","Le verger pourrissant","Der verlassene Obstgarten","烂果园","爛果園","El Vergel Pútrido","El Vergel Pútrido","Гниющий сад","","","","","","","","16712190","0","0","0","0","9"
"1182","779","43","324","1","0","0","0","0","Thelsamar","텔사마","Thelsamar","Thelsamar","塞尔萨玛","塞爾薩瑪","Thelsamar","Thelsamar","Телсамар","","","","","","","","16712190","0","0","0","0","9"
"1190","780","43","366","1","0","0","0","0","Render's Camp","약탈의 야영지","Camp des Etripeurs","Renders Lager","撕裂者营地","撕裂者營地","Campamento de Render","Campamento de Render","Лагерь Ренда","","","","","","","","16712190","0","0","0","0","9"
"1204","781","43","506","1","0","0","0","0","Bloodsail Compound","붉은해적단 주둔지","Base de la Voile sanglante","Truppenlager der Blutsegelbukaniere","血帆营地","血帆營地","Dominios Velasangre","Dominios Velasangre","Лагерь Кровавого Паруса","","","","","","","","16712190","0","0","0","0","9"
"1231","782","43","549","1","0","0","0","0","Sorrowmurk","슬픔의 그늘","Noirchagrin","Sorgendunkel","忧伤湿地","憂傷濕地","Tinieblas de las Penas","Tinieblas de las Penas","Горемрак","","","","","","","","16712190","0","0","0","0","9"
"1256","802","43","289","1","0","0","0","0","Moonbrook","문브룩","Ruisselune","Mondbruch","月溪镇","月溪鎮","Arroyo de la Luna","Arroyo de la Luna","Луноречье","","","","","","","","16712190","0","0","0","0","9"
"1270","841","43","389","1","0","0","0","0","Angerfang Encampment","성난송곳니 야영지","Campement de Hargnecroc","Lager der Grollhauer","怒牙营地","怒牙營地","Campamento Dentellada","Campamento Dentellada","Лагерь Злого Клыка","","","","","","","","16712190","0","0","0","0","9"
"1287","42","8","772","1","0","0","0","0","Hillsbrad Foothills","힐스브래드 구릉지","Contreforts de Hautebrande","Vorgebirge des Hügellands","希尔斯布莱德丘陵","希爾斯布萊德丘陵","Laderas de Trabalomas","Laderas de Trabalomas","Предгорья Хилсбрада","","","","","","","","16712190","0","0","0","0","9"
"1307","842","43","94","1","0","0","0","0","Wellspring Lake","생명의 호수","Lac d'Aigue-vive","Quellsee","涌泉湖","湧泉湖","Lago Primigenio","Lago Primigenio","Родниковое озеро","","","","","","","","16712190","0","0","0","0","9"
"1322","844","43","349","1","0","0","0","0","The Master's Glaive","지배자의 무덤","Le Glaive du Maître","Die Meistergleve","主宰之剑","主宰之劍","La Espada del Maestro","La Espada del Maestro","Меч Властителя","","","","","","","","16712190","0","0","0","0","9"
"1331","845","43","749","1","0","0","0","0","The Ruins of Stardust","별가루의 폐허","Les ruines de Chimétoile","Die Sternenstaubruinen","星尘废墟","星塵廢墟","Las Ruinas del Polvo Estelar","Las Ruinas del Polvo Estelar","Руины Звездной Пыли","","","","","","","","16712190","0","0","0","0","9"
"1349","846","43","689","1","0","0","0","0","Highperch","마루둥지","Haut-perchoir","Der Steilhang","风巢","風巢","Nido Alto","Nido Alto","Скальное гнездовье","","","","","","","","16712190","0","0","0","0","9"
"1358","847","43","923","1","0","0","0","0","The Charred Vale","잿더미 계곡","Le Val calciné","Das verbrannte Tal","焦炭谷","焦炭谷","La Vega Carbonizada","La Vega Carbonizada","Обугленная долина","","","","","","","","16712190","0","0","0","0","9"
"1377","848","43","767","1","0","0","0","0","Kodo Graveyard","코도 무덤","Cimetière des kodos","Der Kodofriedhof","科多兽坟场","科多獸墳場","Cementerio de Kodos","Cementerio de Kodos","Кладбище кодо","","","","","","","","16712190","0","0","0","0","9"
"1387","849","43","988","1","0","0","0","0","Frayfeather Highlands","공작날개 고원","Hautes-terres des Aigreplumes","Fransenfederhochland","乱羽高地","亂羽高地","Tierras Altas de Plumavieja","Tierras Altas de Plumavieja","Высокогорье Блеклых Перьев","","","","","","","","16712190","0","0","0","0","9"
"1417","851","43","650","1","0","0","0","0","Broken Pillar","무너진 기둥","Pilier brisé","Zerbrochene Säule","破碎石柱","破碎石柱","Pilar Partido","Pilar Partido","Разбитая Колонна","","","","","","","","16712190","0","0","0","0","9"
"1433","852","43","849","1","0","0","0","0","Ursolan","우르솔란","Ursolan","Ursolan","乌索兰","厄索蘭","Ursolan","Ursolan","Урсолан","","","","","","","","16712190","0","0","0","0","9"
"1448","853","43","869","1","0","0","0","0","Jadefire Glen","비취불꽃 숲","Vallon des Jadefeu","Jadefeuertal","碧火谷","碧火谷","Cañada Fuego de Jade","Cañada Fuego de Jade","Долина Нефритового Пламени","","","","","","","","16712190","0","0","0","0","9"
"1483","857","43","1011","1","0","0","0","0","Winterfall Village","눈사태일족 마을","Village Tombe-hiver","Lager der Winterfelle","寒水村","寒水村","Poblado Nevada","Poblado Nevada","Деревня Зимней Спячки","","","","","","","","16712190","0","0","0","0","9"
"1492","43","8","846","1","0","0","0","0","Thousand Needles","버섯구름 봉우리","Mille pointes","Tausend Nadeln","千针石林","千針石林","Las Mil Agujas","Las Mil Agujas","Тысяча Игл","","","","","","","","16712190","0","0","0","0","9"
"1516","859","43","1138","1","0","0","0","0","Duskwither Grounds","더스크위더 정원","Terres de Ternesoir","Nachtschimmergrund","达斯维瑟广场","暮萎營地","Tierras Ocaso Marchito","Tierras Ocaso Marchito","Земли Блеклых Сумерек","","","","","","","","16712190","0","0","0","0","9"
"1540","858","43","1162","1","0","0","0","0","Howling Ziggurat","울부짖는 지구라트","Ziggourat hurlante","Die heulende Ziggurat","鬼嚎通灵塔","哀嚎通靈塔","Zigurat Aullante","Zigurat Aullante","Воющий зиккурат","","","","","","","","16712190","0","0","0","0","9"
"1560","860","43","1371","1","0","0","0","0","Odesyus' Landing","오디시우스의 정박지","Point d'accostage d'Odesyus","Odesyus' Ankerplatz","奥德修斯营地","奧迪席斯平臺","Desembarco de Odesyus","Desembarco de Odesyus","Лагерь Одиссия","","","","","","","","16712190","0","0","0","0","9"
"1581","861","43","1336","1","0","0","0","0","Middenvale","무지렁이 골짜기","Ordeval","Trümmerfall","废墟谷","廢棄谷","Mediavega","Mediavega","Прелая долина","","","","","","","","16712190","0","0","0","0","9"
"1629","862","43","1217","1","0","0","0","0","Temple of Telhamat","텔하마트 사원","Temple de Telhamat","Tempel von Telhamat","塔哈玛特神殿","特爾哈曼神廟","Templo de Telhamat","Templo de Telhamat","Храм Телхамата","","","","","","","","16712190","0","0","0","0","9"
"1651","863","43","1149","1","0","0","0","0","The Lagoon","바다자리 호수","Le Lagon","Die Lagune","环礁湖","瀉湖","La Laguna","La Laguna","Лагуна","","","","","","","","16712190","0","0","0","0","9"
"1672","864","43","1118","1","0","0","0","0","Warden's Cage","감시자의 수용소","La Cage de la gardienne","Kerker des Wächters","守望者牢笼","典獄官監牢","Jaula de la Guardiana","Jaula de la Guardiana","Клеть Стражницы","","","","","","","","16712190","0","0","0","0","9"
"1692","865","43","1297","1","0","0","0","0","Forge Camp: Anger","고통의 괴철로 기지","Camp de forge : Colère","Konstruktionslager: Groll","铸魔营地：怒火","煉冶場:怒氣","Campamento Forja: Inquina","Campamento Forja: Inquina","Лагерь Легиона: Злоба","","","","","","","","16712190","0","0","0","0","9"
"1717","866","43","1197","1","0","0","0","0","The Ring of Trials","시험의 투기장","L'arène des épreuves","Der Ring der Prüfung","试炼竞技场","試煉競技場","El Círculo de los Retos","El Círculo de los Retos","Круг Испытаний","","","","","","","","16712190","0","0","0","0","9"
"1734","867","43","1276","1","0","0","0","0","Raastok Glade","라스토크 숲","Clairière de Raastok","Raastokgrund","拉斯托克林地","羅史達克林地","Claro Raastok","Claro Raastok","Прогалина Раасток","","","","","","","","16712190","0","0","0","0","9"
"1766","843","43","1187","1","0","0","0","0","The Heap","고철더미","Le Monceau","Der Hügel","机甲废场","聚集之地","La Pila","La Pila","Груда","","","","","","","","16712190","0","0","0","0","9"
"1809","220","1","30","1","3","30","3","30","Tower H3 owned by the Alliance","얼라이언스 경비탑 점령: 세 번째 호드 경비탑","Tour H3 possédée par l'Alliance","Turm H3 von der Allianz besetzt","联盟占领哨塔H3","聯盟控有部落的3號塔","La torre H3 pertenece a la Alianza","La torre H3 pertenece a la Alianza","Башня О3 захвачена Альянсом","","","","","","","","16712190","6","0","0","0","9"
"1818","873","1","30","1","3","30","3","30","Tower H3 owned by the Horde","호드 경비탑 점령: 세 번째 호드 경비탑","Tour H3 possédée par la Horde","Turm H3 von der Horde besetzt","部落占领哨塔H3","部落控有部落的3號塔","La torre H3 pertenece a la Horda","La torre H3 pertenece a la Horda","Башня О3 захвачена Ордой","","","","","","","","16712190","6","0","0","0","9"
"1843","878","42","6364","1","0","0","0","0","32 Pound Catfish","16Kg 메기","Poisson-chat de 32 livres","32-pfündiger Wels","32磅重的鲶鱼","32磅重的鯰魚","Siluro de 16 kilos","Siluro de 16 kilos","32-фунтовая зубатка","","","","","","","","16712190","0","0","0","0","9"
"1851","879","36","12330","1","0","0","0","0","Red Wolf","붉은 늑대","Loup rouge","Roter Wolf","赤狼","赤狼","Lobo rojo","Lobo rojo","Рыжий волк","","","","","","","","16712190","2","0","0","0","9"
"1939","912","27","8636","1","0","0","0","0","Elder Rumblerock in Burning Steppes","불타는 평원 장로 럼버락","Ancien Pierre-grondante dans les Steppes ardentes","Urahne Rumpelfels in der brennenden Steppe","燃烧平原的巨石长者","燃燒平原的巨石長者","Ancestro Rocaestruendo en Las Estepas Ardientes","Ancestro Rocaestruendo en Las Estepas Ardientes","Предок Скалогром в Пылающих степях","","","","","","","","16712190","0","0","0","0","9"
"1954","911","27","8725","1","0","0","0","0","Elder Riversong in Astranaar","아스트라나르 장로 리버송","Ancienne Chantelonde à Astranaar","Urahnin Flussweise in Astranaar","阿斯特兰纳的水歌长者","阿斯特蘭納的河歌長者","Ancestro Riosona en Astranaar","Ancestro Riosona en Astranaar","Предок Речная Песня в Астранааре","","","","","","","","16712190","0","0","0","0","9"
"2080","963","27","12350","1","0","0","0","0","Feralas, Feathermoon Stronghold","페랄라스, 페더문 요새","Féralas, bastion de Pennelune","Feralas, Mondfederfeste","菲拉斯，羽月要塞","菲拉斯，羽月要塞","Feralas, Bastión Plumaluna","Feralas, Bastión Plumaluna","Фералас, Крепость Оперенной Луны","","","","","","","","16712190","0","0","0","0","9"
"2108","965","27","12381","1","0","0","0","0","Desolace, Shadowprey Village","잊혀진 땅, 그늘수렵 마을","Désolace, Proie-de-l'Ombre","Desolace, Schattenflucht","凄凉之地，葬影村","淒涼之地，葬影村","Desolace, Aldea Cazasombras","Desolace, Aldea Cazasombras","Пустоши, деревня Ночных Охотников","","","","","","","","16712190","0","0","0","0","9"
"2140","966","27","12336","1","0","0","0","0","Stormwind, The Trade District","스톰윈드, 상업 지구","Hurlevent, quartier commerçant","Sturmwind, der Handelsdistrikt","暴风城，贸易区","暴風城，貿易區","Ciudad de Ventormenta, Distrito de Mercaderes","Ciudad de Ventormenta, Distrito de Mercaderes","Штормград, Торговый квартал","","","","","","","","16712190","0","0","0","0","9"
"2153","967","27","12387","1","0","0","0","0","Hinterlands, Revantusk Village","동부 내륙지, 레반터스크 마을","Hinterlands, Village des Vengebroches","Hinterland, Dorf der Bruchhauer","辛特兰，恶齿村","辛特蘭，惡齒村","Tierras del Interior, Poblado Sañadiente","Tierras del Interior, Poblado Sañadiente","Внутренние земли, деревня Сломанного Клыка","","","","","","","","16712190","0","0","0","0","9"
"2203","969","27","12354","1","0","0","0","0","Zangarmarsh, Telredor","장가르 습지대, 텔레도르","Marécage de Zangar, Telredor","Zangarmarschen, Telredor","赞加沼泽，泰雷多尔","贊格沼澤，泰倫多爾","Marisma de Zangar, Telredor","Marisma de Zangar, Telredor","Зангартопь, Телредор","","","","","","","","16712190","0","0","0","0","9"
"2211","968","27","12406","1","0","0","0","0","Blade's Edge Mountains, Evergrove","칼날 산맥, 영원의 숲","Les Tranchantes, Bosquet éternel","Schergrat, der ewige Hain","刀锋山，常青林","劍刃山脈，永恆樹林","Montañas Filospada, Soto Eterno","Montañas Filospada, Soto Eterno","Острогорье, Вечная роща","","","","","","","","16712190","0","0","0","0","9"
"2268","979","36","20567","1","0","0","0","0","Flimsy Female Troll Mask","얇은 여자 트롤 가면","Masque de trollesse fragile","Leichte weibliche Trollmaske","劣质女性巨魔面具","劣質女性食人妖面具","Máscara de trol hembra endeble","Máscara de trol hembra endeble","Тонкая женская маска тролля","","","","","","","","16712190","2","0","0","0","9"
"2350","556","49","9","1","0","0","0","0","Hands","손","Mains","Hände","手","手部","Manos","Manos","Кисти рук","","","","","","","","16712190","0","0","0","0","9"
"2367","245","52","9","1","0","0","0","0","Warlock","흑마법사","Démoniste","Hexenmeister(in)","术士","術士","Brujo","Brujo","Чернокнижник","","","","","","","","16712190","0","0","0","0","9"
"2895","621","57","25549","1","0","0","0","0","Blood Knight Tabard","혈기사 휘장","Tabard de chevalier de sang","Wappenrock der Blutritter","血骑士战袍","血騎士外袍","Tabardo de Caballero de sangre","Tabardo de Caballero de sangre","Плащ Кровавого Рыцаря","","","","","","","","16712190","2","0","0","0","9"
"3071","1022","27","11822","1","0","0","0","0","Redridge Mountains","붉은마루 산맥","Les Carmines","Rotkammgebirge","赤脊山","赤脊山","Montañas Crestagrana","Montañas Crestagrana","Красногорье","","","","","","","","16712190","0","0","0","0","9"
"3084","1023","27","11833","1","0","0","0","0","Tanaris","타나리스","Tanaris","Tanaris","塔纳利斯","塔納利斯","Tanaris","Tanaris","Танарис","","","","","","","","16712190","0","0","0","0","9"
"3109","1025","27","11857","1","0","0","0","0","Swamp of Sorrows","슬픔의 늪","Marais des Chagrins","Sümpfe des Elends","悲伤沼泽","悲傷沼澤","Pantano de las Penas","Pantano de las Penas","Болото Печали","","","","","","","","16712190","0","0","0","0","9"
"3120","1026","27","11838","1","0","0","0","0","Tanaris","타나리스","Tanaris","Tanaris","塔纳利斯","塔納利斯","Tanaris","Tanaris","Танарис","","","","","","","","16712190","0","0","0","0","9"
"3139","1028","27","11781","1","0","0","0","0","Swamp of Sorrows","슬픔의 늪","Marais des Chagrins","Sümpfe des Elends","悲伤沼泽","悲傷沼澤","Pantano de las Penas","Pantano de las Penas","Болото Печали","","","","","","","","16712190","0","0","0","0","9"
"3150","1029","27","11802","1","0","0","0","0","Tanaris","타나리스","Tanaris","Tanaris","塔纳利斯","塔納利斯","Tanaris","Tanaris","Танарис","","","","","","","","16712190","0","0","0","0","9"
"3169","1031","27","11751","1","0","0","0","0","Redridge Mountains","붉은마루 산맥","Les Carmines","Rotkammgebirge","赤脊山","赤脊山","Montañas Crestagrana","Montañas Crestagrana","Красногорье","","","","","","","","16712190","0","0","0","0","9"
"3182","1032","27","11762","1","0","0","0","0","Tanaris","타나리스","Tanaris","Tanaris","塔纳利斯","塔納利斯","Tanaris","Tanaris","Танарис","","","","","","","","16712190","0","0","0","0","9"
"3309","344","41","34721","1","0","0","0","0","Frostweave Bandage","두꺼운 서리매듭 붕대","Bandage en tisse-givre","Froststoffverband","霜纹布绷带","霜紋繃帶","Venda de tejido de Escarcha","Venda de tejido de Escarcha","Бинты из ледяной ткани","","","","","","","","16712190","0","0","0","0","9"
"3366","227","55","0","300000","3","566","3","566","300,000 healing in eots","폭풍의 눈 치유량 300,000","300 000 points de vie rendus dans l'Œil du cyclone","300.000 Heilung im Auge des Sturms","在风暴之眼战斗中造成300000点治疗","在暴風之眼中治療量達到300,000點","300000 puntos de sanación en el Ojo de la Tormenta","300000 puntos de sanación en el Ojo de la Tormenta","300000 единиц лечения на Оке Бури","","","","","","","","16712190","11","0","0","0","9"
"3400","1167","8","582","0","0","0","0","0","Alterac Valley All-Star","알터랙 계곡 최정예팀","Vedette de la vallée d'Alterac","Held des Alteractals","奥特兰克山谷的全能明星","奧特蘭克山谷明星","Estrella del Valle de Alterac","Estrella del Valle de Alterac","Программа максимум в Альтеракской долине","","","","","","","","16712190","0","0","0","0","9"
"3412","1168","8","582","0","0","0","0","0","Alterac Valley All-Star","알터랙 계곡 최정예팀","Vedette de la vallée d'Alterac","Held des Alteractals","奥特兰克山谷的全能明星","奧特蘭克山谷明星","Estrella del Valle de Alterac","Estrella del Valle de Alterac","Программа максимум в Альтеракской долине","","","","","","","","16712190","0","0","0","0","9"
"3424","1169","8","159","0","0","0","0","0","Let's Get This Done","끝장내기","Une formalité à régler","Auf die Schnelle","一鼓作气","搞定它","Hagamos esto","Hagamos esto","У нас все получится!","","","","","","","","16712190","0","0","0","0","9"
"3439","1170","8","159","0","0","0","0","0","Let's Get This Done","끝장내기","Une formalité à régler","Auf die Schnelle","一鼓作气","搞定它","Hagamos esto","Hagamos esto","У нас все получится!","","","","","","","","16712190","0","0","0","0","9"
"3470","1172","8","202","0","0","0","0","0","Quick Cap","신속 배달","À toute vitesse","Schnelle Flagge","来去如风","交旗快手","Captura rápida","Captura rápida","Быстрый захват","","","","","","","","16712190","0","0","0","0","9"
"3485","1173","8","1502","0","0","0","0","0","Quick Cap","신속 배달","À toute vitesse","Schnelle Flagge","来去如风","交旗快手","Captura rápida","Captura rápida","Быстрый захват","","","","","","","","16712190","0","0","0","0","9"
"3523","1183","28","42259","1","0","0","0","0","Binary Brew","이중 발효 맥주","Bière binaire","Binärbräu","二进制佳酿","雙聯啤酒","Cerveza binaria","Cerveza binaria","Двоичное пойло","","","","","","","","16712190","0","0","0","0","9"
"3541","1184","41","33033","1","0","0","0","0","Thunderbrew Stout","썬더브루 스타우트","Tonnebière brune","Donnerbräu Starkbier","烈性雷酒","雷酒牌烈酒","Cebatruenos negra","Cebatruenos negra","Громоварский портер","","","","","","","","16712190","0","0","0","0","9"
"3569","1187","36","13704","1","0","0","0","0","Skeleton Key","해골 열쇠","Clé squelette","Skelettschlüssel","骷髅钥匙","骷髏鑰匙","Llave esqueleto","Llave esqueleto","Отмычка","","","","","","","","16712190","0","0","0","0","9"
"3602","1203","41","34022","1","0","0","0","0","Stout Shrunken Head","쭈그러든 해골 스타우트","Tête-réduite brune","Schrumpfkopf Stark","昏头烈酒","皺縮頭顱烈酒","Cabeza reducida fuerte","Cabeza reducida fuerte","Забористый портер","","","","","","","","16712190","0","0","0","0","9"
"3731","557","49","9","1","0","0","0","0","Hands","손","Mains","Hände","手","手部","Manos","Manos","Кисти рук","","","","","","","","16712190","0","0","0","0","9"
"3749","1206","54","225","1","0","0","0","0","Ewe","암양","Brebis","Zibbe","母羊","母羊","Borrego","Borrego","Доль","","","","","","","","16712190","0","0","0","0","9"
"3770","1244","68","175731","1","0","0","0","0","Exile of the High Elves","추방당한 하이 엘프","L'exil des hauts-elfes","Die Verbannung der Hochelfen","高等精灵的流放","高等精靈的流放","El exilio de los elfos nobles","El exilio de los elfos nobles","Изгнание высших эльфов","","","","","","","","16712190","0","0","0","0","9"
"3812","161","1","529","1","0","0","0","0","Overcome a 500 resource disadvantage","자원 500점 차이 극복","Rattraper un retard de 500 ressources","Übersteht einen Ressourcennachteil von 500","克服500点的资源劣势","克服500點資源不利","Supera una desventaja de 500 recursos","Supera una desventaja de 500 recursos","Преодолеть разрыв в 500 единиц ресурсов","","","","","","","","16712190","2","0","0","0","9"
